session_id,duration_ms,location,metric_name,rollup_operation,range_name,metric_value
1,,gpc,cycles_elapsed,avg,0,1.95825e+09
1,,gpc,cycles_elapsed,avg,1,2.02272e+09
1,,gr,cycles_active,sum,0,100
1,,gr,cycles_active,sum,1,100
1,,tpc,warps_active_realtime,avg,0,48.8915
1,,tpc,warps_active_realtime,avg,1,63.0916
1,,sm,cycles_active,avg,0,96.8196
1,,sm,cycles_active,avg,1,99.2607
1,,sm,inst_executed,avg,0,51.0006
1,,sm,inst_executed,avg,1,3.84615
1,,sm,pipe_tensor_cycles_active,avg,0,0
1,,sm,pipe_tensor_cycles_active,avg,1,0
1,,dramc,sectors_op_read,avg,0,0.00531258
1,,dramc,sectors_op_read,avg,1,0.00436537
1,,dramc,sectors_op_write,avg,0,3.71349
1,,dramc,sectors_op_write,avg,1,0.982208
1,,pcie,read_bytes,avg,0,0
1,,pcie,read_bytes,avg,1,0
1,,pcie,write_bytes,avg,0,1.5631
1,,pcie,write_bytes,avg,1,0.330003
1,,pcie,read_bytes,sum,0,0
1,,pcie,read_bytes,sum,1,0
1,,pcie,write_bytes,sum,0,5120
1,,pcie,write_bytes,sum,1,5120
